Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
04520890288;UL;SOCIETA' PER AZIONI;;01/03/2018;MAZZONETTO S.P.A.;35010;LOREGGIA;50-249;;FABBRICAZIONE DI TUBI E PRODOTTI SALDATI E SIMILI (DAL 01/03/2018);24.20.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA CECCON, 12, 35010 LOREGGIA PD;https://www.mazzonettometalli.it/;acciaio, zinco, titanio, alluminio, coperture, naturale, preverniciato, prodotti, mazzonetto, prepatinato, rame, tecu, facciata, progettisti, zancoa, isc, padova, ceccon, loreggia, vestis, copertura, zincato, piombo, inox, mavis, zinco titanio, titanio prepatinato, ceccon loreggia, mazzonetto ceccon, acciaio zincato;False;it;;;;;;
05378960289;SEDE;IMPRESA INDIVIDUALE;;11/05/2021;MERKA SUEL;35010;LOREGGIA;;;LAVORI DI MECCANICA GENERALE;25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIRANDELLO, 10, 35010 LOREGGIA PD;;;;;;;;;;
05452780280;SEDE;IMPRESA INDIVIDUALE;;11/04/2022;MICK DI PAN JINCONG;35010;LOREGGIA;;;CONFEZIONE E FINISSAGGIO CAPI DI ABBIGLIAMENTO (DAL 01/04/2022);14.19.1;Industrie tessili e di abbigliamento;VIA EUROPA UNITA, 21, 35010 LOREGGIA PD;;;;;;;;;;
00015510282;SEDE;IMPRESA INDIVIDUALE;;27/10/1992;MIX MAR DI MICHIELETTO EDDO;35010;LOREGGIA;0-2;049/5790278;ATTIVITA': PRODUZIONE DI CRAVATTE. (DAL 20.10.1992), E FOULARDS (DAL 28.4.1993);14.19.1;Industrie tessili e di abbigliamento;VIA VERDI, 1, 35010 LOREGGIA PD;https://www.cravattificiomixmar.it/;prodotti, materiali, mix, mar, verdi, mchdde, eddo, loreggia, michieletto, cravattificio, cravatte, mixmar, premio, occasione, storico, tessuti, esigenza, planches, ottone, rinforzato, mode, principe, venivano, resistente, lana, mix mar, michieletto eddo, loreggia mchdde, verdi loreggia, eddo verdi;False;it;;;;;;
00015510282;UL;IMPRESA INDIVIDUALE;;15/12/2000;MIX MAR DI MICHIELETTO EDDO;35010;LOREGGIA;0-2;;PRODUZIONE DI CRAVATTE E FOULARDS (DAL 15.12.2000);14.19.1;Industrie tessili e di abbigliamento;VIA AURELIA, 36, 35010 LOREGGIA PD;https://www.cravattificiomixmar.it/;prodotti, materiali, mix, mar, verdi, mchdde, eddo, loreggia, michieletto, cravattificio, cravatte, mixmar, premio, occasione, storico, tessuti, esigenza, planches, ottone, rinforzato, mode, principe, venivano, resistente, lana, mix mar, michieletto eddo, loreggia mchdde, verdi loreggia, eddo verdi;False;it;;;;;;
02451410282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;07/03/1991;NEWA - TECNO INDUSTRIA S.R.L.;35010;LOREGGIA;50-249;049/5794069;PRODUZIONE IN ITALIA ED ALL'ESTERO DI PRODOTTI ELETTROMECCANICI IN GENERE (DAL 01.12.1990);27.90.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'ARTIGIANATO, 2, 35010 LOREGGIA PD;https://www.newa.it/;newa, pond, pompe, filtri, led, acquariofilia, mb, prodotti, laghetti, acquari, acqua, filtranti, materiali, punti, internazionale, riscaldatori, pompa, mirabello, filtro, illuminazione, aqua, petsfestival, therm, uv, acquariologia, materiali filtranti, newa aqua, illuminazione led, newa therm, ricerca sviluppo;True;ru, de, it, en, fr;https://www.facebook.com/NewaTecnoIndustria;https://twitter.com/NewaTecnoInd;;https://www.youtube.com/user/NewaTecnoIndustria;;https://www.instagram.com/newa_tecno_industria/
02451410282;UL;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;03/04/2000;NEWA - TECNO INDUSTRIA S.R.L.;35010;LOREGGIA;50-249;049/5790633;PRODUZIONE DI PRODOTTI ELETTROMECCANICI (DAL 03/04/2000);27.90.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'ARTIGIANATO, 9, 35010 LOREGGIA PD;https://www.newa.it/;newa, pond, pompe, filtri, led, acquariofilia, prodotti, mb, laghetti, acquari, acqua, materiali, filtranti, internazionale, punti, riscaldatori, pompa, mirabello, filtro, illuminazione, aqua, petsfestival, acquariologia, uv, therm, materiali filtranti, newa aqua, illuminazione led, newa therm, newa led;True;ru, de, it, en, ja, fr;https://www.facebook.com/NewaTecnoIndustria;https://twitter.com/NewaTecnoInd;;https://www.youtube.com/user/NewaTecnoIndustria;;https://www.instagram.com/newa_tecno_industria/
02451410282;UL;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;10/05/2005;NEWA - TECNO INDUSTRIA S.R.L.;35010;LOREGGIA;50-249;;;27.90.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'ARTIGIANATO, 7, 35010 LOREGGIA PD;https://www.newa.it/;newa, pond, pompe, filtri, led, acquariofilia, prodotti, laghetti, acqua, internazionale, punti, acquari, pompa, filtranti, materiali, filtro, riscaldatori, mirabello, illuminazione, petsfestival, acquariologia, uv, ricerca, calcolatore, sviluppo, materiali filtranti, illuminazione led, ricerca sviluppo, newa led, produzione commercializzazione;True;ru, de, it, en, ja, fr;https://www.facebook.com/NewaTecnoIndustria;https://twitter.com/NewaTecnoInd;;https://www.youtube.com/user/NewaTecnoIndustria;;https://www.instagram.com/newa_tecno_industria/
05290500288;SEDE;IMPRESA INDIVIDUALE;;21/05/2020;NORD EST CARNI DI MAYAZ MOUNCIF;35010;LOREGGIA;0-2;;LAVORAZIONE CARNI PRESSO TERZI AUTORIZZATI (NORCINO);10.13;Industrie alimentari, delle bevande e del tabacco;VIA DEI TIGLI, 2/B, 35010 LOREGGIA PD;;;;;;;;;;
04844720286;SEDE;IMPRESA INDIVIDUALE;;06/11/2014;PADOVANELLE STUDIO DI PIERPAOLO RUFFATO;35010;LOREGGIA;0-2;;CONFEZIONI VARIE E ACCESSORI PER L'ABBIGLIAMENTO;14.19.1;Industrie tessili e di abbigliamento;VIA MALFATTINI, 50/A, 35010 LOREGGIA PD;;;;;;;;;;
00968580282;SEDE;IMPRESA INDIVIDUALE;;20/08/1980;PALLARO FRANCO;35010;LOREGGIA;0-2;049/5794562;FABBRO (DAL 16.6.1980);25.99.3;Industrie meccaniche, metallurgiche ed elettroniche;VIA FANO KOEN, 29, 35010 LOREGGIA PD;;;;;;;;;;
05440060282;SEDE;IMPRESA INDIVIDUALE;;02/03/2022;PALLARO MIRCO;35010;LOREGGIA;;;RIPARAZIONE DI IDROPULITRICI, SOFFIATORI E ALTRE PICCOLE ATTREZZATURE INDUSTRIALI;33.19.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA DON A. SERAFIN, 22/8, 35010 LOREGGIA PD;;;;;;;;;;
01298390285;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;19/10/1992;PANIFICIO TONINI S.A.S. DI TONINI ROBERTA & C.;35010;LOREGGIA;3-9;049/9359004;ATTIVITA': FORNO DA PANE E COMMERCIO AL MINUTO DI PANE, PASTICCERIA, PRO DOTTI PER L'AGRICOLTURA E LA ZOOTECNIA (DAL 10.9.1992).;10.71;Industrie alimentari, delle bevande e del tabacco;VIA PIO X, 43, 35010 LOREGGIA PD;;;;;;;;;;
03563760283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;24/01/2001;POZZOLO HIGH GLASS S.R.L.;35010;LOREGGIA;10-49;;PRODUZIONE, LAVORAZIONE DI OGGETTI IN VETRO E CERAMICA PER L'ARREDAMENTO, L'ILLUMINAZIONE ED IL REGALO (DAL 19/01/2001).;23.19.2;Industrie meccaniche, metallurgiche ed elettroniche;VIA CARPANE, 33, 35010 LOREGGIA PD;https://www.pozzolohighglass.com/;pozzolo, glass, high, italian, padova, carpane, loreggia, loreggiola, proseguendo, impiegati, legali, dimenticato, ozio, nano, sie, haben, vergessen, lavorazioni, forgot, ricordami, username, bearbeitungen, anmelden, erinnerung, das, pozzolo high, high glass, loreggiola loreggia, loreggia padova, proseguendo impiegati;True;de, en, it;;;;;;
05006410285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;26/09/2016;PUL MET SRL;35010;LOREGGIA;3-9;;PULITURA METALLI IN GENERE E PER CONTO TERZI;25.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA MANZONI, 4, 35010 LOREGGIA PD;;;;;;;;;;
02573730286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;12/10/1992;SABBADIN LUCIANO & FIGLI S.R.L.;35010;LOREGGIA;10-49;049/5790619;ATTIVITA': LA LAVORAZIONE, LA REFRIGERAZIONE, LA CONFEZIONE, LA MANIPO- LAZIONE, LA CONSERVAZIONE DI SOTTO PRODOTTI DELLA MACELLAZIONE DI ANIMALI DI GE- NERI DERIVATI ED AFFINI E DEI PRODOTTI DESTINATI ALL'INDUSTRIA ALIMENTARE E ZOO- TECNICA (DAL 26.8.1992).;10.11;Industrie alimentari, delle bevande e del tabacco;VIA GIORGIONE, 53, 35010 LOREGGIA PD;;;;;;;;;;
01976070282;SEDE;SOCIETA' IN NOME COLLETTIVO;;19/06/1985;S.A.L.D. - SOCIETA' IN NOME COLLETTIVO DI DIONESE LUIGINO E ANDRE A;35010;LOREGGIA;0-2;;COSTRUZIONE E RIPARAZIONE CARPENTERIA METALLICA  (DAL 1.8.1985);25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA A.CECCON, 11/F, 35010 LOREGGIA PD;;;;;;;;;;
05426780283;SEDE;IMPRESA INDIVIDUALE;;01/02/2022;SALON NOUREDDINE DI EL BARKA NOUREDDINE;35010;LOREGGIA;;;FABBRICAZIONE DI MOBILI PER ARREDO DOMESTICO;31.09.1;Industrie del legno, dell'arredo e della carta;VIA RONCHI, 8, 35010 LOREGGIA PD;;;;;;;;;;
03515130288;SEDE;IMPRESA INDIVIDUALE;;13/04/2000;S.B. CREAZIONI DI BOTTERO STEFANIA;35010;LOREGGIA;0-2;049/9355443; CONFEZIONAMENTO DI BIANCHERIA DA LETTO, DA TAVOLA E PER L'ARREDAMENTO (DAL 28.03.2000);13.92.1;Industrie tessili e di abbigliamento;VIA BOSCALTO EST, 13, 35010 LOREGGIA PD;;;;;;;;;;
04652550288;SEDE;IMPRESA INDIVIDUALE;;18/06/2012;SERENISSIMA LAVAGGI DI PROSDOCIMI ALESSANDRO;35010;LOREGGIA;0-2;;MANUTENZIONE, ASSISTENZA E RIPARAZIONE DI MACCHINE IDROPULITRICI E DI IMPIANTI DI LAVAGGIO (DAL 22.06.2012);33.12.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA BOSCALTO EST, 50, 35010 LOREGGIA PD;https://serenissimalavaggi.it/;idropulitrici, caldaie, impianti, lava, lavaggio, lavaruote, gasolio, automezzi, gas, serenissima, centralizzati, lavaggi, bar, freddo, caldo, scoppio, cisterne, casse, tab, opens, hp, disposizione, rpm, acciaio, inox, caldaie gasolio, lavaggio automezzi, serenissima lavaggi, impianti centralizzati, idropulitrici scoppio;True;it;https://www.facebook.com/serenissimalavaggi/?ref=br_rs;;;;;https://www.instagram.com/serenissimalavaggi/
04388810287;SEDE;IMPRESA INDIVIDUALE;;18/06/2009;SOSTENIO FLAVIO;35010;LOREGGIA;0-2;; FALEGNAMERIA, PRODUZIONE SERRAMENTI (DAL 04.05.2009);16.23.1;Industrie del legno, dell'arredo e della carta;VIA MALFATTINI, 49, 35010 LOREGGIA PD;https://sostenioinfissi.it/;legno, infissi, pvc, alluminio, rivestimenti, pavimenti, complementi, scale, mobili, ecobonus, loreggia, artigianali, ricreare, adattano, installazione, misura, allumino, arredo, esclusive, idee, arredi, particolare, progettazione, certificazioni, malfattini, alluminio pvc, infissi legno, legno legno, legno alluminio, scale pavimenti;;it;;;;;;
02143600282;SEDE;IMPRESA INDIVIDUALE;;05/01/1988;SQUIZZATO DINO;35010;LOREGGIA;0-2;049/9366600;TORNITURA IN LASTRA (DAL 4.1.1988);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA RONCHI, 101, 35010 LOREGGIA PD;;;;;;;;;;
03939710285;SEDE;IMPRESA INDIVIDUALE;;02/11/2004;SQUIZZATO ROBERTO OFFICINA MACCHINE AGRICOLE DI ROBERTO;35010;LOREGGIA;0-2;;AUTORIPARAZIONE L. 122/92: MECCANICA E MOTORISTICA - RIPARAZIONI AUTO, CAMION, MACCHINE AGRICOLE E PER ZOOTECNIA (DAL 21.10.2004), MECCATRONICA (DAL 09.08.2017 );33.12.7;Industrie meccaniche, metallurgiche ed elettroniche;VIA MALFATTINI, 64, 35010 LOREGGIA PD;;;;;;;;;;
05462190280;SEDE;IMPRESA INDIVIDUALE;;29/04/2022;STEMEC DI ROSTIN STEFANO;35010;LOREGGIA;;;RIPARAZIONE E MANUTENZIONE DI MACCHINARI ED ATTREZZATURE PER LA PRODUZIONE (DAL 26.04.2022);33.12.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA VENIER, 13, 35010 LOREGGIA PD;;;;;;;;;;
04140510282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;02/10/2006;STYLGROUP S.R.L.;35010;LOREGGIA;10-49;;LAVORAZIONE E STAMPAGGIO LAMIERA, LAVORAZIONE PROFILI IN ALLUMINIO;25.5;Industrie meccaniche, metallurgiche ed elettroniche;VIA ANTONIO CECCON, 12, 35010 LOREGGIA PD;;;;;;;;;;
04875300263;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;05/03/2018;SUPERIOR SUITE SRL;35010;LOREGGIA;10-49;;CONFEZIONE IN SERIE DI ABBIGLIAMENTO ESTERNO (DAL 08/05/2017);14.13.1;Industrie tessili e di abbigliamento;VIA AURELIA, 35, 35010 LOREGGIA PD;https://www.superiorsuite.it/;pantalone, abito, giacca, camicia, gonna, cappotto, superior, suite, casacca, trapuntato, maglia, winter, giaccone, diary, collezioni, flash, aurelia, graphic, loreggia, friulup, collection, summer, spring, giacchina, cappottino, superior suite, suite aurelia, aurelia loreggia, fall winter, spring collection;True;it;https://www.facebook.com/Superior-Suite-2295110750812787/;;;https://www.youtube.com/channel/UClJ03ZBN78L4kF257JycFMQ;;https://www.instagram.com/superior_suite/?hl=it
05062090286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;INFO@SYLUX.IT;15/05/2017;SYLUX S.R.L.;35010;LOREGGIA;10-49;;TRATTAMENTO E RIVESTIMENTO DEI METALLI;25.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA A. CECCON, 3, 35010 LOREGGIA PD;http://sylux.it/;sylux, burattatura, saldatura, lucidatura, speciali, progetti, ceramica, pulitura, satinatura, spazzolatura, sbavatura, poliestere, massanzago, missione, partner, ideale, successo, propri, parti, chiamaci, artigianato, pezzo, lucidato, processo, saldato, progetti speciali, burattatura ceramica, satinatura spazzolatura, sbavatura burattatura, burattatura poliestere;True;it;;;;;;
05298830281;UL;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;06/12/2021;SYMB LUX SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;LOREGGIA;0-2;;TRATTAMENTO E RIVESTIMENTO DEI METALLI (DAL 06/12/2021).;25.61;Industrie meccaniche, metallurgiche ed elettroniche;;;;;;;;;;;
04257130288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;17/01/2008;TECNO CRANE SRL;35010;LOREGGIA;10-49;;MONTAGGIO, SMONTAGGIO, ASSISTENZA, MANUTENZIONE E RIPARAZIONE DI GRU EDILI NON CIRCOLANTI SU STRADA SVOLTA PRESSO L'UNITA' LOCALE;33.20.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA BOSCALTO OVEST, 11/A, 35010 LOREGGIA PD;https://www.tecnocrane.it/;gru, edili, torre, montaggio, automontanti, manutenzione, noleggio, usate, nuove, ricambi, vantaggi, tecno, crane, ponticarri, number, cantiere, automontante, cantieri, capital, antoniana, smontaggio, stock, campodarsego, carroponte, edile, gru torre, gru edili, montaggio gru, gru automontanti, noleggio gru;True;en, it;https://www.facebook.com/assistenzagru;;https://www.linkedin.com/company/tecno-crane/;;;https://www.instagram.com/tecnocrane/
04257130288;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;25/05/2017;TECNO CRANE SRL;35011;CAMPODARSEGO;10-49;;;33.20.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA ANTONIANA, 244, 35011 CAMPODARSEGO PD;https://www.tecnocrane.it/;gru, edili, torre, montaggio, automontanti, manutenzione, noleggio, usate, nuove, ricambi, vantaggi, tecno, crane, ponticarri, number, cantiere, automontante, cantieri, capital, antoniana, smontaggio, stock, campodarsego, carroponte, edile, gru torre, gru edili, montaggio gru, gru automontanti, noleggio gru;True;en, it;https://www.facebook.com/assistenzagru;;https://www.linkedin.com/company/tecno-crane/;;;https://www.instagram.com/tecnocrane/
04257130288;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;12/03/2018;TECNO CRANE SRL;35011;CAMPODARSEGO;10-49;;MONTAGGIO, SMONTAGGIO E ASSISTENZA DI GRU EDILI NON CIRCOLANTI SU STRADA (DAL 12.03.2018) MANUTENZIONE E RIPARAZIONE DI GRU EDILI NON CIRCOLANTI SU STRADA (DAL 12.03.2018);33.20.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA ANTONIANA, 242, 35011 CAMPODARSEGO PD;https://www.tecnocrane.it/;gru, edili, torre, montaggio, automontanti, manutenzione, noleggio, usate, nuove, ricambi, vantaggi, tecno, crane, ponticarri, number, cantiere, automontante, cantieri, capital, antoniana, smontaggio, stock, campodarsego, carroponte, edile, gru torre, gru edili, montaggio gru, gru automontanti, noleggio gru;True;en, it;https://www.facebook.com/assistenzagru;;https://www.linkedin.com/company/tecno-crane/;;;https://www.instagram.com/tecnocrane/
03330380282;SEDE;IMPRESA INDIVIDUALE;;26/05/1998;TONINGRAF DI TONIN ANTONIO;35010;LOREGGIA;0-2;049/5792797; COSTRUZIONE, REVISIONE, MANUTENZIONE MACCHINE PER LEGATORIA E CARTOTECNICA (DAL 05/05/1998).;28.95;Industrie meccaniche, metallurgiche ed elettroniche;VIA GIUZZE ALTE, 12, 35010 LOREGGIA PD;http://www.toningraf.com/;toningraf, list, smyth, catalog, cucitrice, macchine, automazioni, legatoria, cartotecnica, tonin, antonio, alte, loreggia, guizze, valid, design, proudly, brands, italo, types, xhtml, icitta, brought, machines, ricondizionato, macchine legatoria, cartotecnica automazioni, legatoria cartotecnica, toningraf antonio, antonio tonin;True;en, it;;;;;;
04205910245;SEDE;IMPRESA INDIVIDUALE;;10/05/2019;TOSETTO MAURO;35010;LOREGGIA;0-2;;LABORATORIO ODONTOTECNICO PRESSO TERZI;32.50.2;Altre industrie manifatturiere;VIA VERNIER, 11, 35010 LOREGGIA PD;;;;;;;;;;
04736630288;SEDE;IMPRESA INDIVIDUALE;;16/05/2013;TRIVELLATO CRISTIAN;35010;LOREGGIA;;;LAVORAZIONE VETRO A MANO E A SOFFIO ARTISTICO;23.19.2;Industrie meccaniche, metallurgiche ed elettroniche;VIA RONCHI, 125, 35010 LOREGGIA PD;;;;;;;;;;
04967520281;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;25/02/2016;VENCOLOR S.A.S. DI HUCHELA NATALIYA & C.;35010;LOREGGIA;3-9;;FABBRICAZIONE DI PITTURE, VERNICI E SMALTI, INCHIOSTRI DA STAMPA E ADESIVI SINTETICI (MASTICI);20.3;Industrie chimiche, plastiche e farmaceutiche;VIA CORNER, 4, 35010 LOREGGIA PD;;;;;;;;;;
04967520281;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;23/03/2016;VENCOLOR S.A.S. DI HUCHELA NATALIYA & C.;35012;CAMPOSAMPIERO;3-9;;FABBRICAZIONE DI PITTURE, VERNICI E SMALTI, INCHIOSTRI DA STAMPA E ADESIVI SINTETICI (MASTICI) (DAL 23/03/2016);20.3;Industrie chimiche, plastiche e farmaceutiche;VIA PILA, 12, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04828050288;SEDE;IMPRESA INDIVIDUALE;;16/10/2015;WOOD SOFA' DI MOROSINOTTO STEFANO;35010;LOREGGIA;3-9;;PRODUZIONE FUSTI PER SALOTTI;31.09.3;Industrie del legno, dell'arredo e della carta;VIA CECCON, 5/C, 35010 LOREGGIA PD;;;;;;;;;;
04828050288;UL;IMPRESA INDIVIDUALE;;20/12/2019;WOOD SOFA' DI MOROSINOTTO STEFANO;35010;LOREGGIA;3-9;;PRODUZIONE FUSTI PER SALOTTI, PRODUZIONE DI POLTRONE, DIVANI, ARTICOLI VARI DEL COMPARTO ARREDAMENTI, PRODUZIONE PELLETTS, POSA IN OPERA DI PAVIMENTI E MURI (DAL 20/12/2019);31.09.3;Industrie del legno, dell'arredo e della carta;VIA CECCON, 3/B, 35010 LOREGGIA PD;;;;;;;;;;
01523670287;SEDE;IMPRESA INDIVIDUALE;;27/03/1981;ZAMBELLO MARIA;35010;LOREGGIA;3-9;049/9355094;ATTIVITA': MAGLIAIA (DAL 18.2.1981);14.3;Industrie tessili e di abbigliamento;VIA BOSCALTO EST, 81, 35010 LOREGGIA PD;;;;;;;;;;
02149200285;SEDE;SOCIETA' IN NOME COLLETTIVO;;08/02/1988;ZAMBUSI BRUNO E FIGLI S.N.C. DI ZAMBUSI ANTONIO E FRANCO;35010;LOREGGIA;0-2;049/5792949;LAVORAZIONE DI CARPENTERIA METALLICA E PRODUZIONE SERRAMENTI IN ALLUMINIO (DAL 7.3.1988);25.12.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA RONCHI, 35, 35010 LOREGGIA PD;;;;;;;;;;
03580620288;SEDE;IMPRESA INDIVIDUALE;;20/12/2000;ZORZI GINO;35010;LOREGGIA;0-2;; PRODUZIONE E RIPARAZIONE OGGETTI IN ORO (DAL 01.12.2000), FABBRICAZIONE DI OGGETTI IN METALLI PREZIOSI (DAL 15.01.2001);32.12.1;Altre industrie manifatturiere;VIA VERDI, 30, 35010 LOREGGIA PD;;;;;;;;;;
05342210282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;20/01/2021;A E G ALLESTIMENTI SRL;35010;MASSANZAGO;3-9;;CANTIERI NAVALI PER COSTRUZIONI METALLICHE E NON METALLICHE (ESCLUSI I SEDILI PER NAVI);30.11.02;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMA, 38, 35010 MASSANZAGO PD;;;;;;;;;;
03940180288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;16/08/2004;ABAGRIGLIATI S.R.L.;35010;MASSANZAGO;10-49;;FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI DI STRUTTURE.;25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'ARTIGIANATO, 10, 35010 MASSANZAGO PD;https://www.abagrigliati.it/;profilo, gradino, forato, gf, cieco, nervato, ancoraggio, asola, trave, rsc, zbc, pianetti, piolo, zl, gradini, zb, oliva, aperta, rinforzato, supporto, gp, teste, tavoletta, xb, ge, cieco nervato, gradino gf, forato asola, profilo rsc, ancoraggio trave;True;it;https://www.facebook.com/ABAGRIGLIATISRL/?ref=br_rs;;https://www.linkedin.com/company/abagrigliati-s.r.l;;;https://www.instagram.com/abagrigliati_srl/
05327690284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;18/11/2020;ACCESSGO SRL;35010;MASSANZAGO;0-2;;INSTALLAZIONE DI APPARECCHI ELETTRICI ED ELETTRONICI PER TELECOMUNICAZIONI, DI APPARECCHI TRASMITTENTI RADIOTELEVISIVI, DI IMPIANTI DI APPARECCHIATURE ELETTRICHE ED ELETTRONICHE (ESCLUSA L'INSTALLAZIONE ALL'INTERNO DEGLI EDIFICI);33.20.02;Industrie meccaniche, metallurgiche ed elettroniche;VIALE ROMA, 59, 35010 MASSANZAGO PD;;;;;;;;;;
00684320286;SEDE;SOCIETA' IN NOME COLLETTIVO;;23/03/1977;AGRICOLA ITALIANA - OFFICINE MECCANICHE  S.N.C. DI GRAPPIGLIA FRANCO E C.;35010;MASSANZAGO;50-249;049/5797533;COSTRUZIONE DI MACCHINE AGRICOLE;28.30.9;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'ARTIGIANATO, 9, 35010 MASSANZAGO PD;http://www.agricola.it/;snt, agricola, italiana, alessandro, sn, ortaggi, precisione, seminatrici, pneumatica, privata, fila, sna, industriale, artigianato, multifila, pk, doppia, larger, image, seminatrice, trasmissione, projects, fiera, meccanica, elettrica, agricola italiana, precisione ortaggi, pneumatica precisione, artigianato industriale, fila doppia;True;en, it;;;;;;
04579390271;SEDE;IMPRESA INDIVIDUALE;;02/12/2019;A.L.B. METAL WELDING DI LAURA BALSADONNA;35010;MASSANZAGO;0-2;;ATTIVITA' DI CARPENTERIA LEGGERA CON LA PRODUZIONE DI OGGETTI VARI IN FERRO, IN RAME E ALTRI METALLI;25.99.3;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMA, 6B, 35010 MASSANZAGO PD;;;;;;;;;;
05339360280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;12/01/2021;AMG MACHINERY SRL;35010;MASSANZAGO;;;FABBRICAZIONE DI MACCHINARI PER LA LAVORAZIONE DEL METALLO IN GENERE;28.41;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMA, 3/C, 35010 MASSANZAGO PD;;;;;;;;;;
01007250283;SEDE;IMPRESA INDIVIDUALE;;22/12/1981;ANDERLINI GIANFRANCO;35010;MASSANZAGO;0-2;2/0495797246;LAVORAZIONE VINI (DAL 01/07/1981);11.02;Industrie alimentari, delle bevande e del tabacco;VIA FOSSALTINA, 1/A, 35010 MASSANZAGO PD;;;;;;;;;;
01007250283;UL;IMPRESA INDIVIDUALE;;22/12/1981;ANDERLINI GIANFRANCO;35010;MASSANZAGO;0-2;049/5797246;LAVORAZIONE SOTTOPRODOTTI DEL VINO (DAL 12/6/1984).;11.02;Industrie alimentari, delle bevande e del tabacco;VIA DESE, 4, 35010 MASSANZAGO PD;;;;;;;;;;
05441380283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;10/02/2022;ARIAM SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;MASSANZAGO;;;CONFEZIONI DI ABBIGLIAMENTO SPORTIVO E INDUMENTI;14.19.29;Industrie tessili e di abbigliamento;VIA MALCANTON, 2/B, 35010 MASSANZAGO PD;;;;;;;;;;
03873780286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;15/01/2004;B.M.V. GROUP S.R.L.;35010;MASSANZAGO;3-9;;PRODUZIONE DI ARTICOLI ED ACCESSORI FUNERARI IN FIBRE NATURALI ED ARTIFICIALI;32.99.9;Altre industrie manifatturiere;VIA ROMA, 72/A, 35010 MASSANZAGO PD;;;;;;;;;;
03873780286;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;21/12/2021;B.M.V. GROUP S.R.L.;35011;CAMPODARSEGO;3-9;;FABBRICAZIONE DI ALTRI ARTICOLI N.C.A. ULTERIORI SPECIFICHE: PRODUZIONE DI ARTICOLI ED ACCESSORI FUNERARI IN FIBRE NATURALI ED ARTIFICIALI (DAL 21/12/2021);32.99.9;Altre industrie manifatturiere;VIA BASSA PRIMA, 260, 35011 CAMPODARSEGO PD;;;;;;;;;;
